variable	type	value	KO	ss_status	n_changes
TDH_TDH2	flux	0.0	YGR052W	2.99507361795e-13	11
TDH_TDH3	flux	0.689108506541	YGR052W	2.99507361795e-13	11
TPI	flux	0.358104415467	YGR052W	2.99507361795e-13	11
TPP	flux	0.00555853022687	YGR052W	2.99507361795e-13	11
TPS	flux	0.00555853022687	YGR052W	2.99507361795e-13	11
UGP	flux	0.00555853022687	YGR052W	2.99507361795e-13	11
acetate_branch	flux	0.0119569545499	YGR052W	2.99507361795e-13	11
succinate_branch	flux	0.0	YGR052W	2.99507361795e-13	11
udp_to_utp	flux	0.00555853022687	YGR052W	2.99507361795e-13	11
HXT	flux	0.39313538502	YGR052W	2.99507361795e-13	11
ADP	conc	1.80804278941	YGR052W	2.99507361795e-13	11
ATP	conc	0.384326068282	YGR052W	2.99507361795e-13	11
AcAld	conc	1.39493106304	YGR052W	2.99507361795e-13	11
BPG	conc	0.000158982705128	YGR052W	2.99507361795e-13	11
DHAP	conc	0.12742567664	YGR052W	2.99507361795e-13	11
F16bP	conc	0.0330986541802	YGR052W	2.99507361795e-13	11
F6P	conc	0.0232193403006	YGR052W	2.99507361795e-13	11
G1P	conc	0.0132688241211	YGR052W	2.99507361795e-13	11
G3P	conc	0.0973897953538	YGR052W	2.99507361795e-13	11
G6P	conc	0.0868122938941	YGR052W	2.99507361795e-13	11
GAP	conc	0.00509514478504	YGR052W	2.99507361795e-13	11
GLC	conc	6.58819995447	YGR052W	2.99507361795e-13	11
NAD	conc	1.54629351595	YGR052W	2.99507361795e-13	11
P2G	conc	0.131941315793	YGR052W	2.99507361795e-13	11
P3G	conc	0.699527263653	YGR052W	2.99507361795e-13	11
PEP	conc	0.854043624832	YGR052W	2.99507361795e-13	11
PYR	conc	0.501960140054	YGR052W	2.99507361795e-13	11
T6P	conc	0.00119054821011	YGR052W	2.99507361795e-13	11
UDP	conc	0.194067723116	YGR052W	2.99507361795e-13	11
UTP	conc	0.302644082137	YGR052W	2.99507361795e-13	11
ADH_ADH1	flux	3.2048645752	YGR188C	7.11124345551e-11	10
ADH_ADH5	flux	0.0	YGR188C	7.11124345551e-11	10
AK	flux	1.33226762955e-15	YGR188C	7.11124345551e-11	10
ATPase	flux	3.02603706257	YGR188C	7.11124345551e-11	10
ENO_ENO1	flux	0.431481533709	YGR188C	7.11124345551e-11	10
ENO_ENO2	flux	2.80033501388	YGR188C	7.11124345551e-11	10
FBA	flux	1.64286024618	YGR188C	7.11124345551e-11	10
GPD	flux	0.0539039447676	YGR188C	7.11124345551e-11	10
GPM	flux	3.23181654759	YGR188C	7.11124345551e-11	10
GPP	flux	0.0539039447676	YGR188C	7.11124345551e-11	10
HXK_GLK1	flux	0.00074858528376	YGR188C	7.11124345551e-11	10
HXK_HXK1	flux	0.0388001289794	YGR188C	7.11124345551e-11	10
HXK_HXK2	flux	1.70456189208	YGR188C	7.11124345551e-11	10
PDC_PDC1	flux	3.1454080963	YGR188C	7.11124345551e-11	10
PDC_PDC5	flux	0.035418181379	YGR188C	7.11124345551e-11	10
PDC_PDC6	flux	0.0509902699107	YGR188C	7.11124345551e-11	10
PFK	flux	1.64286024618	YGR188C	7.11124345551e-11	10
PGI	flux	1.64286024618	YGR188C	7.11124345551e-11	10
PGK	flux	3.23181654759	YGR188C	7.11124345551e-11	10
PGM	flux	0.0506251800819	YGR188C	7.11124345551e-11	10
PYK_CDC19	flux	3.23181654759	YGR188C	7.11124345551e-11	10
PYK_PYK2	flux	0.0	YGR188C	7.11124345551e-11	10
TDH_TDH1	flux	0.207993780984	YGR188C	7.11124345551e-11	10
TDH_TDH2	flux	0.0	YGR188C	7.11124345551e-11	10
TDH_TDH3	flux	3.0238227666	YGR188C	7.11124345551e-11	10
TPI	flux	1.58895630141	YGR188C	7.11124345551e-11	10
TPP	flux	0.0506251800819	YGR188C	7.11124345551e-11	10
TPS	flux	0.0506251800819	YGR188C	7.11124345551e-11	10
UGP	flux	0.0506251800819	YGR188C	7.11124345551e-11	10
acetate_branch	flux	0.0269519723838	YGR188C	7.11124345551e-11	10
succinate_branch	flux	0.0	YGR188C	7.11124345551e-11	10
udp_to_utp	flux	0.0506251800819	YGR188C	7.11124345551e-11	10
HXT	flux	1.74411060634	YGR188C	7.11124345551e-11	10
ADP	conc	2.30088161971	YGR188C	7.11124345551e-11	10
ATP	conc	2.89668747493	YGR188C	7.11124345551e-11	10
AcAld	conc	3.35760535878	YGR188C	7.11124345551e-11	10
BPG	conc	0.00114816666092	YGR188C	7.11124345551e-11	10
DHAP	conc	1.03796690994	YGR188C	7.11124345551e-11	10
F16bP	conc	1.08976001894	YGR188C	7.11124345551e-11	10
F6P	conc	0.294717216686	YGR188C	7.11124345551e-11	10
G1P	conc	0.0931204683676	YGR188C	7.11124345551e-11	10
G3P	conc	0.227462167711	YGR188C	7.11124345551e-11	10
G6P	conc	1.09188585691	YGR188C	7.11124345551e-11	10
GAP	conc	0.0434609355082	YGR188C	7.11124345551e-11	10
GLC	conc	0.864843204842	YGR188C	7.11124345551e-11	10
NAD	conc	1.44805482629	YGR188C	7.11124345551e-11	10
P2G	conc	0.166848689117	YGR188C	7.11124345551e-11	10
P3G	conc	0.902998310809	YGR188C	7.11124345551e-11	10
PEP	conc	0.898936926202	YGR188C	7.11124345551e-11	10
PYR	conc	2.72320974632	YGR188C	7.11124345551e-11	10
T6P	conc	0.0110565512562	YGR188C	7.11124345551e-11	10
UDP	conc	0.234508247697	YGR188C	7.11124345551e-11	10
UTP	conc	0.409986046103	YGR188C	7.11124345551e-11	10
ADH_ADH1	flux	3.06327315545	YHR030C	2.10703038347e-11	8
ADH_ADH5	flux	0.0	YHR030C	2.10703038347e-11	8
AK	flux	0.0	YHR030C	2.10703038347e-11	8
ATPase	flux	2.86937849847	YHR030C	2.10703038347e-11	8
ENO_ENO1	flux	0.534162320243	YHR030C	2.10703038347e-11	8
ENO_ENO2	flux	2.55226845911	YHR030C	2.10703038347e-11	8
FBA	flux	1.56637301359	YHR030C	2.10703038347e-11	8
GPD	flux	0.0463152478148	YHR030C	2.10703038347e-11	8
GPM	flux	3.08643077936	YHR030C	2.10703038347e-11	8
GPP	flux	0.0463152478148	YHR030C	2.10703038347e-11	8
HXK_GLK1	flux	0.000864532150309	YHR030C	2.10703038347e-11	8
HXK_HXK1	flux	0.0635752453495	YHR030C	2.10703038347e-11	8
HXK_HXK2	flux	1.6157579248	YHR030C	2.10703038347e-11	8
PDC_PDC1	flux	3.02402396199	YHR030C	2.10703038347e-11	8
PDC_PDC5	flux	0.0341124532293	YHR030C	2.10703038347e-11	8
PDC_PDC6	flux	0.0282943641404	YHR030C	2.10703038347e-11	8
PFK	flux	1.56637301359	YHR030C	2.10703038347e-11	8
PGI	flux	1.56637301359	YHR030C	2.10703038347e-11	8
PGK	flux	3.08643077936	YHR030C	2.10703038347e-11	8
PGM	flux	0.0569123443589	YHR030C	2.10703038347e-11	8
PYK_CDC19	flux	3.08643077936	YHR030C	2.10703038347e-11	8
PYK_PYK2	flux	0.0	YHR030C	2.10703038347e-11	8
TDH_TDH1	flux	0.198189022633	YHR030C	2.10703038347e-11	8
TDH_TDH2	flux	0.0	YHR030C	2.10703038347e-11	8
TDH_TDH3	flux	2.88824175672	YHR030C	2.10703038347e-11	8
TPI	flux	1.52005776577	YHR030C	2.10703038347e-11	8
TPP	flux	0.0569123443589	YHR030C	2.10703038347e-11	8
TPS	flux	0.0569123443589	YHR030C	2.10703038347e-11	8
UGP	flux	0.0569123443589	YHR030C	2.10703038347e-11	8
acetate_branch	flux	0.0231576239074	YHR030C	2.10703038347e-11	8
succinate_branch	flux	0.0	YHR030C	2.10703038347e-11	8
udp_to_utp	flux	0.0569123443589	YHR030C	2.10703038347e-11	8
HXT	flux	1.6801977023	YHR030C	2.10703038347e-11	8
ADP	conc	2.40722459249	YHR030C	2.10703038347e-11	8
ATP	conc	2.61596038663	YHR030C	2.10703038347e-11	8
AcAld	conc	2.80056247476	YHR030C	2.10703038347e-11	8
BPG	conc	0.00112358803589	YHR030C	2.10703038347e-11	8
DHAP	conc	0.821245260527	YHR030C	2.10703038347e-11	8
F16bP	conc	0.818544086058	YHR030C	2.10703038347e-11	8
F6P	conc	0.363224400752	YHR030C	2.10703038347e-11	8
G1P	conc	0.102992477735	YHR030C	2.10703038347e-11	8
G3P	conc	0.193667699846	YHR030C	2.10703038347e-11	8
G6P	conc	1.33558003657	YHR030C	2.10703038347e-11	8
GAP	conc	0.0339433299645	YHR030C	2.10703038347e-11	8
GLC	conc	0.933511465354	YHR030C	2.10703038347e-11	8
NAD	conc	1.4916702663	YHR030C	2.10703038347e-11	8
P2G	conc	0.212237654282	YHR030C	2.10703038347e-11	8
P3G	conc	1.14372257846	YHR030C	2.10703038347e-11	8
PEP	conc	1.17740825917	YHR030C	2.10703038347e-11	8
PYR	conc	2.5861444139	YHR030C	2.10703038347e-11	8
T6P	conc	0.0124638982254	YHR030C	2.10703038347e-11	8
UDP	conc	0.291923121582	YHR030C	2.10703038347e-11	8
UTP	conc	0.40014365881	YHR030C	2.10703038347e-11	8
ADH_ADH1	flux	3.1593035364	YHR135C	5.28781501225e-11	9
ADH_ADH5	flux	0.0	YHR135C	5.28781501225e-11	9
AK	flux	6.66133814775e-16	YHR135C	5.28781501225e-11	9
ATPase	flux	2.98117658819	YHR135C	5.28781501225e-11	9
ENO_ENO1	flux	0.457538193542	YHR135C	5.28781501225e-11	9
ENO_ENO2	flux	2.72858983702	YHR135C	5.28781501225e-11	9
FBA	flux	1.61988850943	YHR135C	5.28781501225e-11	9
GPD	flux	0.0536489883092	YHR135C	5.28781501225e-11	9
GPM	flux	3.18612803056	YHR135C	5.28781501225e-11	9
GPP	flux	0.0536489883092	YHR135C	5.28781501225e-11	9
HXK_GLK1	flux	0.000553547659291	YHR135C	5.28781501225e-11	9
HXK_HXK1	flux	0.0353662506558	YHR135C	5.28781501225e-11	9
HXK_HXK2	flux	1.68483701382	YHR135C	5.28781501225e-11	9
PDC_PDC1	flux	3.12203847402	YHR135C	5.28781501225e-11	9
PDC_PDC5	flux	0.0351671581951	YHR135C	5.28781501225e-11	9
PDC_PDC6	flux	0.0289223983405	YHR135C	5.28781501225e-11	9
PFK	flux	1.61988850943	YHR135C	5.28781501225e-11	9
PGI	flux	1.61988850943	YHR135C	5.28781501225e-11	9
PGK	flux	3.18612803056	YHR135C	5.28781501225e-11	9
PGM	flux	0.0504341513524	YHR135C	5.28781501225e-11	9
PYK_CDC19	flux	3.18612803056	YHR135C	5.28781501225e-11	9
PYK_PYK2	flux	0.0	YHR135C	5.28781501225e-11	9
TDH_TDH1	flux	0.205340164806	YHR135C	5.28781501225e-11	9
TDH_TDH2	flux	0.0	YHR135C	5.28781501225e-11	9
TDH_TDH3	flux	2.98078786575	YHR135C	5.28781501225e-11	9
TPI	flux	1.56623952112	YHR135C	5.28781501225e-11	9
TPP	flux	0.0504341513524	YHR135C	5.28781501225e-11	9
TPS	flux	0.0504341513524	YHR135C	5.28781501225e-11	9
UGP	flux	0.0504341513524	YHR135C	5.28781501225e-11	9
acetate_branch	flux	0.0268244941546	YHR135C	5.28781501225e-11	9
succinate_branch	flux	0.0	YHR135C	5.28781501225e-11	9
udp_to_utp	flux	0.0504341513524	YHR135C	5.28781501225e-11	9
HXT	flux	1.72075681214	YHR135C	5.28781501225e-11	9
ADP	conc	2.3346986519	YHR135C	5.28781501225e-11	9
ATP	conc	2.81347171766	YHR135C	5.28781501225e-11	9
AcAld	conc	3.33515728755	YHR135C	5.28781501225e-11	9
BPG	conc	0.00112280232684	YHR135C	5.28781501225e-11	9
DHAP	conc	1.00629644588	YHR135C	5.28781501225e-11	9
F16bP	conc	1.15454485739	YHR135C	5.28781501225e-11	9
F6P	conc	0.294313449626	YHR135C	5.28781501225e-11	9
G1P	conc	0.0931895988149	YHR135C	5.28781501225e-11	9
G3P	conc	0.22631674348	YHR135C	5.28781501225e-11	9
G6P	conc	1.08934263615	YHR135C	5.28781501225e-11	9
GAP	conc	0.0420963420771	YHR135C	5.28781501225e-11	9
GLC	conc	0.88935799578	YHR135C	5.28781501225e-11	9
NAD	conc	1.45090615317	YHR135C	5.28781501225e-11	9
P2G	conc	0.16122276973	YHR135C	5.28781501225e-11	9
P3G	conc	0.872653592697	YHR135C	5.28781501225e-11	9
PEP	conc	0.872077690885	YHR135C	5.28781501225e-11	9
PYR	conc	2.69655826185	YHR135C	5.28781501225e-11	9
T6P	conc	0.01101391152	YHR135C	5.28781501225e-11	9
UDP	conc	0.240533375292	YHR135C	5.28781501225e-11	9
UTP	conc	0.406697752119	YHR135C	5.28781501225e-11	9
ADH_ADH1	flux	1.11114375604	YIL035C	1.80441823764e-12	15
ADH_ADH5	flux	0.0	YIL035C	1.80441823764e-12	15
AK	flux	-6.66133814775e-16	YIL035C	1.80441823764e-12	15
ATPase	flux	1.07085640568	YIL035C	1.80441823764e-12	15
ENO_ENO1	flux	0.158476688352	YIL035C	1.80441823764e-12	15
ENO_ENO2	flux	0.966975177999	YIL035C	1.80441823764e-12	15
FBA	flux	0.577034043488	YIL035C	1.80441823764e-12	15
GPD	flux	0.0286162206261	YIL035C	1.80441823764e-12	15
GPM	flux	1.12545186635	YIL035C	1.80441823764e-12	15
GPP	flux	0.0286162206261	YIL035C	1.80441823764e-12	15
HXK_GLK1	flux	0.000160380412869	YIL035C	1.80441823764e-12	15
HXK_HXK1	flux	0.0109182230704	YIL035C	1.80441823764e-12	15
HXK_HXK2	flux	0.583274933367	YIL035C	1.80441823764e-12	15
PDC_PDC1	flux	1.09957469969	YIL035C	1.80441823764e-12	15
PDC_PDC5	flux	0.0094722372683	YIL035C	1.80441823764e-12	15
PDC_PDC6	flux	0.0164049293892	YIL035C	1.80441823764e-12	15
PFK	flux	0.577034043488	YIL035C	1.80441823764e-12	15
PGI	flux	0.577034043488	YIL035C	1.80441823764e-12	15
PGK	flux	1.12545186635	YIL035C	1.80441823764e-12	15
PGM	flux	0.00865974668128	YIL035C	1.80441823764e-12	15
PYK_CDC19	flux	1.12545186635	YIL035C	1.80441823764e-12	15
PYK_PYK2	flux	0.0	YIL035C	1.80441823764e-12	15
TDH_TDH1	flux	0.076937048527	YIL035C	1.80441823764e-12	15
TDH_TDH2	flux	0.0	YIL035C	1.80441823764e-12	15
TDH_TDH3	flux	1.04851481782	YIL035C	1.80441823764e-12	15
TPI	flux	0.548417822862	YIL035C	1.80441823764e-12	15
TPP	flux	0.00865974668128	YIL035C	1.80441823764e-12	15
TPS	flux	0.00865974668128	YIL035C	1.80441823764e-12	15
UGP	flux	0.00865974668128	YIL035C	1.80441823764e-12	15
acetate_branch	flux	0.0143081103131	YIL035C	1.80441823764e-12	15
succinate_branch	flux	0.0	YIL035C	1.80441823764e-12	15
udp_to_utp	flux	0.00865974668128	YIL035C	1.80441823764e-12	15
HXT	flux	0.594353536851	YIL035C	1.80441823764e-12	15
ADP	conc	2.13607816688	YIL035C	1.80441823764e-12	15
ATP	conc	0.631259298839	YIL035C	1.80441823764e-12	15
AcAld	conc	1.67160115198	YIL035C	1.80441823764e-12	15
BPG	conc	0.000260790217579	YIL035C	1.80441823764e-12	15
DHAP	conc	0.19937573775	YIL035C	1.80441823764e-12	15
F16bP	conc	0.0712195146642	YIL035C	1.80441823764e-12	15
F6P	conc	0.036586340322	YIL035C	1.80441823764e-12	15
G1P	conc	0.0202499217409	YIL035C	1.80441823764e-12	15
G3P	conc	0.117181194459	YIL035C	1.80441823764e-12	15
G6P	conc	0.137162388752	YIL035C	1.80441823764e-12	15
GAP	conc	0.00798208193502	YIL035C	1.80441823764e-12	15
GLC	conc	4.20080667015	YIL035C	1.80441823764e-12	15
NAD	conc	1.54409394478	YIL035C	1.80441823764e-12	15
P2G	conc	0.143773922558	YIL035C	1.80441823764e-12	15
P3G	conc	0.766465666566	YIL035C	1.80441823764e-12	15
PEP	conc	0.891738348369	YIL035C	1.80441823764e-12	15
PYR	conc	0.568195922842	YIL035C	1.80441823764e-12	15
T6P	conc	0.00185724642058	YIL035C	1.80441823764e-12	15
UDP	conc	0.184073208069	YIL035C	1.80441823764e-12	15
UTP	conc	0.314806145263	YIL035C	1.80441823764e-12	15
ADH_ADH1	flux	3.04446147815	YJL057C	6.01591814131e-12	9
ADH_ADH5	flux	0.0	YJL057C	6.01591814131e-12	9
AK	flux	-6.66133814775e-16	YJL057C	6.01591814131e-12	9
ATPase	flux	2.86289259567	YJL057C	6.01591814131e-12	9
ENO_ENO1	flux	0.476937328495	YJL057C	6.01591814131e-12	9
ENO_ENO2	flux	2.59490612675	YJL057C	6.01591814131e-12	9
FBA	flux	1.56330370472	YJL057C	6.01591814131e-12	9
GPD	flux	0.0547639541896	YJL057C	6.01591814131e-12	9
GPM	flux	3.07184345525	YJL057C	6.01591814131e-12	9
GPP	flux	0.0547639541896	YJL057C	6.01591814131e-12	9
HXK_GLK1	flux	0.000407577517793	YJL057C	6.01591814131e-12	9
HXK_HXK1	flux	0.0378436926964	YJL057C	6.01591814131e-12	9
HXK_HXK2	flux	1.62784370476	YJL057C	6.01591814131e-12	9
PDC_PDC1	flux	3.00477400227	YJL057C	6.01591814131e-12	9
PDC_PDC5	flux	0.0252048816329	YJL057C	6.01591814131e-12	9
PDC_PDC6	flux	0.0418645713425	YJL057C	6.01591814131e-12	9
PFK	flux	1.56330370472	YJL057C	6.01591814131e-12	9
PGI	flux	1.56330370472	YJL057C	6.01591814131e-12	9
PGK	flux	3.07184345525	YJL057C	6.01591814131e-12	9
PGM	flux	0.0513956351277	YJL057C	6.01591814131e-12	9
PYK_CDC19	flux	3.07184345525	YJL057C	6.01591814131e-12	9
PYK_PYK2	flux	0.0	YJL057C	6.01591814131e-12	9
TDH_TDH1	flux	0.19578215284	YJL057C	6.01591814131e-12	9
TDH_TDH2	flux	0.0	YJL057C	6.01591814131e-12	9
TDH_TDH3	flux	2.87606130241	YJL057C	6.01591814131e-12	9
TPI	flux	1.50853975053	YJL057C	6.01591814131e-12	9
TPP	flux	0.0513956351277	YJL057C	6.01591814131e-12	9
TPS	flux	0.0513956351277	YJL057C	6.01591814131e-12	9
UGP	flux	0.0513956351277	YJL057C	6.01591814131e-12	9
acetate_branch	flux	0.0273819770948	YJL057C	6.01591814131e-12	9
succinate_branch	flux	0.0	YJL057C	6.01591814131e-12	9
udp_to_utp	flux	0.0513956351277	YJL057C	6.01591814131e-12	9
HXT	flux	1.66609497497	YJL057C	6.01591814131e-12	9
ADP	conc	2.41094657432	YJL057C	6.01591814131e-12	9
ATP	conc	2.60491295363	YJL057C	6.01591814131e-12	9
AcAld	conc	3.38521874194	YJL057C	6.01591814131e-12	9
BPG	conc	0.00126626754463	YJL057C	6.01591814131e-12	9
DHAP	conc	1.00768414134	YJL057C	6.01591814131e-12	9
F16bP	conc	1.13317917441	YJL057C	6.01591814131e-12	9
F6P	conc	0.307137762748	YJL057C	6.01591814131e-12	9
G1P	conc	0.0955093849352	YJL057C	6.01591814131e-12	9
G3P	conc	0.231331068331	YJL057C	6.01591814131e-12	9
G6P	conc	1.13296888358	YJL057C	6.01591814131e-12	9
GAP	conc	0.0422755393147	YJL057C	6.01591814131e-12	9
GLC	conc	0.94935465908	YJL057C	6.01591814131e-12	9
NAD	conc	1.45915748746	YJL057C	6.01591814131e-12	9
P2G	conc	0.150163767882	YJL057C	6.01591814131e-12	9
P3G	conc	0.812855319471	YJL057C	6.01591814131e-12	9
PEP	conc	0.818058755599	YJL057C	6.01591814131e-12	9
PYR	conc	1.74445161805	YJL057C	6.01591814131e-12	9
T6P	conc	0.0112285976372	YJL057C	6.01591814131e-12	9
UDP	conc	0.264744047252	YJL057C	6.01591814131e-12	9
UTP	conc	0.398187751369	YJL057C	6.01591814131e-12	9
ADH_ADH1	flux	3.82422834245	YJL095W	2.32926440444e-11	7
ADH_ADH5	flux	0.0	YJL095W	2.32926440444e-11	7
AK	flux	1.33226762955e-15	YJL095W	2.32926440444e-11	7
ATPase	flux	3.62842513292	YJL095W	2.32926440444e-11	7
ENO_ENO1	flux	0.565933666148	YJL095W	2.32926440444e-11	7
ENO_ENO2	flux	3.28439553968	YJL095W	2.32926440444e-11	7
FBA	flux	1.95126546629	YJL095W	2.32926440444e-11	7
GPD	flux	0.0522017267593	YJL095W	2.32926440444e-11	7
GPM	flux	3.85032920583	YJL095W	2.32926440444e-11	7
GPP	flux	0.0522017267593	YJL095W	2.32926440444e-11	7
HXK_GLK1	flux	0.00127416658943	YJL095W	2.32926440444e-11	7
HXK_HXK1	flux	0.0883213000645	YJL095W	2.32926440444e-11	7
HXK_HXK2	flux	1.97480489707	YJL095W	2.32926440444e-11	7
PDC_PDC1	flux	3.74218772702	YJL095W	2.32926440444e-11	7
PDC_PDC5	flux	0.0417703091882	YJL095W	2.32926440444e-11	7
PDC_PDC6	flux	0.0663711696205	YJL095W	2.32926440444e-11	7
PFK	flux	1.95126546629	YJL095W	2.32926440444e-11	7
PGI	flux	1.95126546629	YJL095W	2.32926440444e-11	7
PGK	flux	3.85032920583	YJL095W	2.32926440444e-11	7
PGM	flux	0.0565674487164	YJL095W	2.32926440444e-11	7
PYK_CDC19	flux	3.85032920583	YJL095W	2.32926440444e-11	7
PYK_PYK2	flux	0.0	YJL095W	2.32926440444e-11	7
TDH_TDH1	flux	0.243929896662	YJL095W	2.32926440444e-11	7
TDH_TDH2	flux	0.0	YJL095W	2.32926440444e-11	7
TDH_TDH3	flux	3.60639930916	YJL095W	2.32926440444e-11	7
TPI	flux	1.89906373953	YJL095W	2.32926440444e-11	7
TPP	flux	0.0565674487164	YJL095W	2.32926440444e-11	7
TPS	flux	0.0565674487164	YJL095W	2.32926440444e-11	7
UGP	flux	0.0565674487164	YJL095W	2.32926440444e-11	7
acetate_branch	flux	0.0261008633797	YJL095W	2.32926440444e-11	7
succinate_branch	flux	0.0	YJL095W	2.32926440444e-11	7
udp_to_utp	flux	0.0565674487164	YJL095W	2.32926440444e-11	7
HXT	flux	2.06440036373	YJL095W	2.32926440444e-11	7
ADP	conc	1.48836052095	YJL095W	2.32926440444e-11	7
ATP	conc	4.29980386529	YJL095W	2.32926440444e-11	7
AcAld	conc	3.36553630842	YJL095W	2.32926440444e-11	7
BPG	conc	0.00149628762295	YJL095W	2.32926440444e-11	7
DHAP	conc	1.59851470675	YJL095W	2.32926440444e-11	7
F16bP	conc	2.88702367133	YJL095W	2.32926440444e-11	7
F6P	conc	0.33308367662	YJL095W	2.32926440444e-11	7
G1P	conc	0.0964994066428	YJL095W	2.32926440444e-11	7
G3P	conc	0.21982805396	YJL095W	2.32926440444e-11	7
G6P	conc	1.2465691257	YJL095W	2.32926440444e-11	7
GAP	conc	0.0677480688465	YJL095W	2.32926440444e-11	7
GLC	conc	0.583424544432	YJL095W	2.32926440444e-11	7
NAD	conc	1.39902248666	YJL095W	2.32926440444e-11	7
P2G	conc	0.0888873527312	YJL095W	2.32926440444e-11	7
P3G	conc	0.494139282001	YJL095W	2.32926440444e-11	7
PEP	conc	0.436436345665	YJL095W	2.32926440444e-11	7
PYR	conc	3.44956886764	YJL095W	2.32926440444e-11	7
T6P	conc	0.0123864943338	YJL095W	2.32926440444e-11	7
UDP	conc	0.17652699485	YJL095W	2.32926440444e-11	7
UTP	conc	0.454371963083	YJL095W	2.32926440444e-11	7
ADH_ADH1	flux	3.75256044831	YJL141C	1.46440522892e-10	2
ADH_ADH5	flux	0.0	YJL141C	1.46440522892e-10	2
AK	flux	-1.66533453694e-15	YJL141C	1.46440522892e-10	2
ATPase	flux	3.55856884905	YJL141C	1.46440522892e-10	2
ENO_ENO1	flux	0.700179549818	YJL141C	1.46440522892e-10	2
ENO_ENO2	flux	3.0788880791	YJL141C	1.46440522892e-10	2
FBA	flux	1.91604099507	YJL141C	1.46440522892e-10	2
GPD	flux	0.0530143612174	YJL141C	1.46440522892e-10	2
GPM	flux	3.77906762892	YJL141C	1.46440522892e-10	2
GPP	flux	0.0530143612174	YJL141C	1.46440522892e-10	2
HXK_GLK1	flux	0.00118168306778	YJL141C	1.46440522892e-10	2
HXK_HXK1	flux	0.0854429171793	YJL141C	1.46440522892e-10	2
HXK_HXK2	flux	1.94107267393	YJL141C	1.46440522892e-10	2
PDC_PDC1	flux	3.70527027879	YJL141C	1.46440522892e-10	2
PDC_PDC5	flux	0.041380578754	YJL141C	1.46440522892e-10	2
PDC_PDC6	flux	0.0324167713801	YJL141C	1.46440522892e-10	2
PFK	flux	1.91604099507	YJL141C	1.46440522892e-10	2
PGI	flux	1.91604099507	YJL141C	1.46440522892e-10	2
PGK	flux	3.77906762892	YJL141C	1.46440522892e-10	2
PGM	flux	0.0558281395515	YJL141C	1.46440522892e-10	2
PYK_CDC19	flux	3.77906762892	YJL141C	1.46440522892e-10	2
PYK_PYK2	flux	0.0	YJL141C	1.46440522892e-10	2
TDH_TDH1	flux	0.237655870568	YJL141C	1.46440522892e-10	2
TDH_TDH2	flux	0.0	YJL141C	1.46440522892e-10	2
TDH_TDH3	flux	3.54141175835	YJL141C	1.46440522892e-10	2
TPI	flux	1.86302663385	YJL141C	1.46440522892e-10	2
TPP	flux	0.0558281395515	YJL141C	1.46440522892e-10	2
TPS	flux	0.0558281395515	YJL141C	1.46440522892e-10	2
UGP	flux	0.0558281395515	YJL141C	1.46440522892e-10	2
acetate_branch	flux	0.0265071806087	YJL141C	1.46440522892e-10	2
succinate_branch	flux	0.0	YJL141C	1.46440522892e-10	2
udp_to_utp	flux	0.0558281395515	YJL141C	1.46440522892e-10	2
HXT	flux	2.02769727417	YJL141C	1.46440522892e-10	2
ADP	conc	1.62622396713	YJL141C	1.46440522892e-10	2
ATP	conc	4.10378208289	YJL141C	1.46440522892e-10	2
AcAld	conc	3.40091073933	YJL141C	1.46440522892e-10	2
BPG	conc	0.00159867978458	YJL141C	1.46440522892e-10	2
DHAP	conc	1.60140342509	YJL141C	1.46440522892e-10	2
F16bP	conc	2.86270880439	YJL141C	1.46440522892e-10	2
F6P	conc	0.327958852806	YJL141C	1.46440522892e-10	2
G1P	conc	0.0960948042638	YJL141C	1.46440522892e-10	2
G3P	conc	0.223468655411	YJL141C	1.46440522892e-10	2
G6P	conc	1.22605825383	YJL141C	1.46440522892e-10	2
GAP	conc	0.0679558918364	YJL141C	1.46440522892e-10	2
GLC	conc	0.611259248551	YJL141C	1.46440522892e-10	2
NAD	conc	1.40602293669	YJL141C	1.46440522892e-10	2
P2G	conc	0.0739242672808	YJL141C	1.46440522892e-10	2
P3G	conc	0.410735477921	YJL141C	1.46440522892e-10	2
PEP	conc	0.362133285431	YJL141C	1.46440522892e-10	2
PYR	conc	3.40191820333	YJL141C	1.46440522892e-10	2
T6P	conc	0.0122206521581	YJL141C	1.46440522892e-10	2
UDP	conc	0.182541681323	YJL141C	1.46440522892e-10	2
UTP	conc	0.449268712559	YJL141C	1.46440522892e-10	2
ADH_ADH1	flux	3.13234352601	YJL164C	5.77786487585e-11	11
ADH_ADH5	flux	0.0	YJL164C	5.77786487585e-11	11
AK	flux	0.0	YJL164C	5.77786487585e-11	11
ATPase	flux	2.956088801	YJL164C	5.77786487585e-11	11
ENO_ENO1	flux	0.432102488338	YJL164C	5.77786487585e-11	11
ENO_ENO2	flux	2.72717496886	YJL164C	5.77786487585e-11	11
FBA	flux	1.60657265979	YJL164C	5.77786487585e-11	11
GPD	flux	0.0538678623778	YJL164C	5.77786487585e-11	11
GPM	flux	3.15927745719	YJL164C	5.77786487585e-11	11
GPP	flux	0.0538678623778	YJL164C	5.77786487585e-11	11
HXK_GLK1	flux	0.000459772869249	YJL164C	5.77786487585e-11	11
HXK_HXK1	flux	0.0300084113942	YJL164C	5.77786487585e-11	11
HXK_HXK2	flux	1.6756516714	YJL164C	5.77786487585e-11	11
